car name;price;engine_capacity;cylinder;horse_power;top_speed;seats;brand;country
Suzuki Ertiga 2021 1.5L GLX;AED 52,900;1.5;4;103;170;7 Seater;suzuki;uae
Kia Picanto 2021 1.2L Top;AED 49,900;1.2;4;84;161;5 Seater;kia;uae
Suzuki Jimny 2021 1.5L M/T;AED 49,900;1.5;4;102;145;4 Seater;suzuki;uae
Hyundai Accent 2021 1.6L Base;AED 51,200;1.6;4;123;193;5 Seater;hyundai;uae
Mitsubishi L200 2021 2.4L Single Cab GL (2WD);AED 54,900;2.4;4;128;169;3 Seater;mitsubishi;uae
Renault Megane 2021 1.6L PE;AED 54,500;1.6;4;115;180;5 Seater;renault;uae
Great Wall Wingle 7 2021 2.4T Single Cabin (RWD) (Petrol);AED 52,900;2.4;4;147;180;5 Seater;great-wall;uae
Renault Duster 2021 1.6L PE (4x2);AED 51,900;1.6;4;115;161;5 Seater;renault;uae
Suzuki Ciaz 2021 1.5L GLX;AED 51,900;1.5;4;104;165;5 Seater;suzuki;uae
Mahindra XUV500 2021 2.2L W6 (FWD);AED 56,900;2.2;4;140;180;5 Seater;mahindra;uae
Renault Duster 2021 2.0L PE (4x4);AED 56,900;2;4;135;178;5 Seater;renault;uae
Renault Megane 2021 2.0L PE;AED 56,900;2;4;140;209;5 Seater;renault;uae
Suzuki Jimny 2021 1.5L Automatic;AED 56,000;1.5;4;102;145;4 Seater;suzuki;uae
Suzuki Swift 2021 1.2L GLX;AED 56,500;1.2;4;82;165;5 Seater;suzuki;uae
Ford Escort 2021 1.5L Ambient;AED 58,716;1.5;3;120;184;5 Seater;ford;uae
Kia Cerato 2021 1.6L LX;AED 59,900;1.6;4;128;190;5 Seater;kia;uae
Nissan Kicks 2021 1.6 S;AED 59,900;1.6;4;118;180;5 Seater;nissan;uae
Toyota Yaris Sedan 2021 1.5L SE;AED 59,900;1.5;4;105;175;5 Seater;toyota;uae
MG RX5 2021 1.5T Standard;AED 60,795;1.5;4;169;170;5 Seater;mg;uae
Mahindra Scorpio Pickup 2021 2.2L;AED 59,900;2.2;4;138;170;4 Seater;mahindra;uae
Renault Duster 2021 1.6L SE (4x2);AED 61,000;1.6;4;115;161;5 Seater;renault;uae
Maxus G10 Cargo 2021 2.4L Cargo Van;AED 62,000;2.4;4;140;160;2 Seater;maxus;uae
Hyundai Kona 2021 2.0L Limited;AED 62,000;2;4;150;194;5 Seater;hyundai;uae
Hyundai Accent 2021 1.6L High;AED 59,850;1.6;4;123;193;5 Seater;hyundai;uae
Geely Emgrand X7 Sport 2021 2.4L Advanced (FWD);AED 59,995;2.4;4;155;175;5 Seater;geely;uae
Hyundai Elantra 2021 1.6L Smart;AED 62,800;1.6;4;127;209;5 Seater;hyundai;uae
MG 6 2021 1.5T STD;AED 62,895;1.5;4;169;180;5 Seater;mg;uae
Mahindra XUV500 2021 2.2L W8 (FWD);AED 62,000;2.2;4;140;180;5 Seater;mahindra;uae
Mahindra XUV500 2021 2.2L W6 (AWD);AED 62,000;2.2;4;140;180;5 Seater;mahindra;uae
Renault Megane 2021 1.6L SE;AED 63,500;1.6;4;115;180;5 Seater;renault;uae
Fiat 500 2021 1.4L Hatch POP;AED 62,900;1.4;4;100;182;4 Seater;fiat;uae
Zotye T600 Sport 2021 Luxury;AED 62,895;2;4;188;185;5 Seater;zotye;uae
Renault Duster 2021 2.0L SE (4x4);AED 66,900;2;4;135;178;5 Seater;renault;uae
Peugeot Rifter 2021 1.5T L2 (5 Seater);AED 69,900;1.5;4;130;187;5 Seater;peugeot;uae
Kia Cerato 2021 1.6L SX;AED 67,000;1.6;4;128;190;5 Seater;kia;uae
Renault Megane 2021 2.0L SE;AED 65,000;2;4;140;209;5 Seater;renault;uae
Chery Tiggo7 2021 2.0L Luxury;AED 64,995;2;4;121;165;5 Seater;chery;uae
Suzuki Vitara 2021 1.6L GLX 2WD;AED 64,900;1.6;4;115;180;5 Seater;suzuki;uae
Mitsubishi L200 2021 2.4L Double Cab GL (2WD);AED 66,900;2.4;4;128;169;6 Seater;mitsubishi;uae
Geely GS Sport 2021 1.8L Classic;AED 64,900;1.8;4;130;185;5 Seater;geely;uae
Renault Duster 2021 1.6L LE (4x2);AED 66,900;1.6;4;115;161;5 Seater;renault;uae
Citroen C3 Aircross 2021 1.2T Live;AED 66,900;1.2;3;110;183;5 Seater;citroen;uae
MG 6 2021 1.5T COM;AED 67,095;1.5;4;169;180;5 Seater;mg;uae
MG RX5 2021 2.0T COM (FWD);AED 68,250;2;4;220;180;5 Seater;mg;uae
Jetour X70 2021 1.5T Luxury;AED 79,000;1.5;4;156;180;7 Seater;jetour;uae
Kia Rio Hatchback 2021 1.6L MPI;AED 67,500;1.6;4;123;190;5 Seater;kia;uae
Toyota Avanza 2021 1.5L GLS (commercial);AED 67,500;1.5;4;102;180;2 Seater;toyota;uae
MG RX5 2021 1.5T COM;AED 69,195;1.5;4;169;170;5 Seater;mg;uae
Toyota Rush 2021 1.5L EX;AED 68,500;1.5;4;103;175;7 Seater;toyota;uae
Skoda Scala 2021 1.6L Ambition;AED 69,000;1.6;4;110;188;5 Seater;skoda;uae
Geely Emgrand X7 Sport 2021 2.4L Elegance (FWD);AED 69,000;2.4;4;155;175;5 Seater;geely;uae
Isuzu D-MAX 2021 3.0L FlatBed 2WD;AED 70,980;3;4;190;170;5 Seater;isuzu;uae
Kia Sportage 2021 1.6L LX (FWD);AED 69,900;1.6;4;132;181;5 Seater;kia;uae
Peugeot Rifter 2021 1.5T L2 (7 Seater);AED 72,900;1.5;4;130;187;7 Seater;peugeot;uae
Hyundai Elantra 2021 2.0L GLS;AED 71,400;2;4;150;205;5 Seater;hyundai;uae
Renault Megane 2021 1.6L LE;AED 70,500;1.6;4;115;180;5 Seater;renault;uae
Opel Crossland 2022 1.2T Enjoy;AED 69,900;1.2;3;110;187;5 Seater;opel;uae
Peugeot 2008 2021 1.6L (115HP) Active+;AED 74,900;1.6;4;115;200;5 Seater;peugeot;uae
Mitsubishi ASX 2021 2.0L GLX (2WD) Mid Option;AED 69,900;2;4;150;193;5 Seater;mitsubishi;uae
Subaru Impreza 2021 2.0L;AED 72,900;2;4;154;208;5 Seater;subaru;uae
MG 6 2021 1.5T LUX;AED 73,395;1.5;4;169;180;5 Seater;mg;uae
Toyota Rush 2021 1.5L GX;AED 73,000;1.5;4;103;175;7 Seater;toyota;uae
Citroen C3 Aircross 2021 1.2T Feel;AED 71,900;1.2;3;110;183;5 Seater;citroen;uae
Renault Megane 2021 1.6L LE;AED 70,500;1.6;4;115;180;5 Seater;renault;uae
Zotye T600 Sport 2021 Royal;AED 73,395;2;4;188;185;5 Seater;zotye;uae
Geely Emgrand X7 Sport 2021 2.4L Advance (AWD);AED 72,000;2.4;4;155;175;5 Seater;geely;uae
Toyota Corolla 2021 1.6L XLI;AED 71,900;1.6;4;121;190;5 Seater;toyota;uae
Mazda CX 3 2021 2.0L GT (FWD);AED 73,000;2;4;148;190;5 Seater;mazda;uae
Renault Duster 2021 2.0L LE (4x4);AED 71,900;2;4;135;178;5 Seater;renault;uae
Renault Megane 2021 2.0L LE;AED 73,500;2;4;140;207;5 Seater;renault;uae
Opel Crossland 2022 1.2T Innovation;AED 74,900;1.2;3;110;187;5 Seater;opel;uae
Opel Corsa 2021 1.2T Elegance Plus (5-Door);AED 74,900;1.2;3;130;208;5 Seater;opel;uae
Opel Corsa 2021 1.2T Elegance (5-Door);AED 69,900;1.2;3;130;208;5 Seater;opel;uae
Nissan Navara 2021 2.5L ASF 4x2 M/T;AED 81,500;2.5;4;158;160;6 Seater;nissan;uae
Renault Koleos 2021 2.5L PE;AED 75,075;2.5;4;170;185;5 Seater;renault;uae
Skoda Scala 2021 1.6L Style;AED 74,000;1.6;4;110;188;5 Seater;skoda;uae
Maxus G10 7-Seater 2021 7 Seat MPV (Elite);AED 74,900;2;4;221;190;7 Seater;maxus;uae
GAC GS4 2021 1.5T GS;AED 74,900;1.5;4;152;180;5 Seater;gac;uae
Skoda Kamiq 2021 1.6L Ambition;AED 74,500;1.6;4;110;183;5 Seater;skoda;uae
MG RX5 2021 1.5T Luxury;AED 74,445;1.5;4;169;170;5 Seater;mg;uae
Fiat 500 2021 Convertible 1.4L Lounge;AED 78,000;1.4;4;100;182;4 Seater;fiat;uae
Isuzu D-MAX 2021 3.0L Double Cab 2WD;AED 77,000;3;4;190;170;5 Seater;isuzu;uae
Kia Cerato 2021 2.0L SX;AED 76,000;2;4;152;210;5 Seater;kia;uae
Toyota Corolla 2021 1.6L GLI;AED 78,900;1.6;4;121;190;5 Seater;toyota;uae
Hyundai Creta 2021 1.4T;AED 77,500;1.4;4;138;190;5 Seater;hyundai;uae
MG HS 2021 2.0T Comfort;AED 76,545;2;4;231;210;5 Seater;mg;uae
Mitsubishi Eclipse Cross 2021 1.5T GLS (Mid Option);AED 78,900;1.5;4;147;200;5 Seater;mitsubishi;uae
Kia Sportage 2021 2.0L MPI LX (FWD);AED 77,000;2;4;155;181;5 Seater;kia;uae
Toyota Corolla 2021 2.0L XLI;AED 77,900;2;4;168;200;5 Seater;toyota;uae
King Long Wide Body Passenger Van 2021 2.7L (14-Seater);AED 78,000;2.7;4;148;156;14 Seater;kinglong;uae
Nissan Kicks 2021 1.6 SL;AED 79,500;1.6;4;118;180;5 Seater;nissan;uae
Haval H6 2021 Supreme;AED 79,900;2;4;197;170;5 Seater;haval;uae
Toyota Hilux 2021 2.7L Single Cab 4x2;AED 79,200;2.7;4;164;170;3 Seater;toyota;uae
Nissan Urvan 2021 3-Seater Manual (4-Door);AED 79,800;2.5;4;147;170;3 Seater;nissan;uae
Mazda 3 Sedan 2021 2.0L Evolve;AED 79,900;2;4;153;202;5 Seater;mazda;uae
Mitsubishi Outlander 2021 2.4L GLX (5-Seater) Basic;AED 79,500;2.4;4;165;195;5 Seater;mitsubishi;uae
Peugeot 208 2021 1.6L GT Line;AED 79,900;1.6;4;115;190;5 Seater;peugeot;uae
Jetour X90 2021 1.6T Luxury;AED 89,000;1.6;4;194;185;7 Seater;jetour;uae
Renault Megane 2021 2.0L LE;AED 73,500;2;4;140;207;5 Seater;renault;uae
Jeep Renegade 2021 2.4L Sport (4x2);AED 79,900;2.4;4;180;175;5 Seater;jeep;uae
Mitsubishi ASX 2021 2.0L GLX (4WD) mid option;AED 79,900;2;4;150;191;5 Seater;mitsubishi;uae
Skoda Scala 2021 1.6L Style Sport;AED 80,000;1.6;4;110;188;5 Seater;skoda;uae
Kia Sportage 2021 2.0L MPI LX (AWD);AED 81,000;2;4;155;181;5 Seater;kia;uae
Mitsubishi Montero Sport 2021 3.0L GLX (2WD) mid;AED 79,900;3;6;215;182;5 Seater;mitsubishi;uae
Hyundai Tucson 2021 2.0L Base (FWD);AED 80,640;2;4;153;170;5 Seater;hyundai;uae
Maxus G10 9-Seater 2021 9 Seat MPV (Standard);AED 81,000;2.4;4;140;160;9 Seater;maxus;uae
Bestune T77 2021 1.2T Comfort;AED 80,500;0;4;148;181;5 Seater;bestune;uae
MG RX5 2021 2.0T LUX (AWD);AED 81,795;2;4;220;180;5 Seater;mg;uae
Bestune T77 Pro 2021 1.5T Comfort;AED 80,500;1.5;4;166;192;5 Seater;bestune;uae
Kia Sportage 2021 2.4L GDI LX (AWD);AED 82,000;2.4;4;184;185;5 Seater;kia;uae
Ford Escape 2021 1.5L EcoBoost S;AED 82,020;1.5;3;180;200;5 Seater;ford;uae
Skoda Kamiq 2021 1.6L Style Sport;AED 83,000;1.6;4;110;183;5 Seater;skoda;uae
Citroen C3 Aircross 2021 1.2T Shine;AED 81,900;1.2;3;110;183;5 Seater;citroen;uae
Nissan Urvan 2021 3-Seater Automatic (4-Door);AED 82,950;2.5;4;147;170;3 Seater;nissan;uae
Geely Emgrand X7 Sport 2021 2.4L Flagship (AWD);AED 82,000;2.4;4;155;170;5 Seater;geely;uae
Nissan Urvan 2021 3-Seater Manual (5-Door);AED 82,425;2.5;4;147;170;3 Seater;nissan;uae
Mitsubishi L200 2021 2.4L Double Cab GLX (4WD);AED 82,900;2.4;4;128;167;5 Seater;mitsubishi;uae
Kia Sportage 2021 1.6L LX (FWD) Full Option;AED 83,000;1.6;4;132;181;5 Seater;kia;uae
Skoda Scala 2021 1.6L Style Leather;AED 83,000;1.6;4;110;188;5 Seater;skoda;uae
Chevrolet Equinox 2021 1.5T LS (FWD);AED 83,000;1.5;4;170;190;5 Seater;chevrolet;uae
Nissan Urvan 2021 3-Seater Automatic (5-Door);AED 85,575;2.5;4;147;170;3 Seater;nissan;uae
GAC GS4 2021 1.5T GE;AED 83,900;1.5;4;152;180;5 Seater;gac;uae
Skoda Kamiq 2021 1.6L Style Leather;AED 84,500;1.6;4;110;183;5 Seater;skoda;uae
Borgward BX5 2021 1.4T Comfort;AED 84,000;1.4;4;147;180;5 Seater;borgward;uae
Maxus V80 Cargo Van 2021 2.5L Cargo (M/T);AED 84,000;2.5;4;136;160;3 Seater;maxus;uae
Nissan X-Trail 2021 S 2WD (5-Seater);AED 84,900;2.5;4;169;170;5 Seater;nissan;uae
Maxus D90 2021 2.0T Elite (2WD);AED 84,900;2;4;225;185;7 Seater;maxus;uae
Opel Astra Hatchback 2021 1.4T Elegance+;AED 89,900;1.4;4;145;210;5 Seater;opel;uae
Nissan X-Trail 2021 S 2WD (7-Seater);AED 85,500;2.5;4;169;170;7 Seater;nissan;uae
Hyundai Tucson 2021 1.6L GDI TLe Basic (FWD);AED 85,260;1.6;4;132;170;5 Seater;hyundai;uae
Fiat 500X 2021 1.4L Lounge;AED 85,000;1.4;4;140;190;5 Seater;fiat;uae
Subaru XV 2021 2.0L Standard;AED 83,990;2;4;150;194;5 Seater;subaru;uae
Toyota Corolla 2021 1.8L XLI Hybrid;AED 83,900;1.8;4;121;190;5 Seater;toyota;uae
Maxus V80 15-Seater 2021 2.5L Passenger Van (M/T);AED 89,000;2.5;4;136;160;15 Seater;maxus;uae
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Mid;AED 86,500;2.4;4;167;198;7 Seater;mitsubishi;uae
Mitsubishi Eclipse Cross 2021 1.5T GLS (Full Option);AED 88,900;1.5;4;147;200;5 Seater;mitsubishi;uae
Borgward BX5 2021 1.4T Fashion;AED 89,250;1.4;4;147;180;5 Seater;borgward;uae
Hyundai Tucson 2021 2.0L Mid (FWD);AED 86,940;2;4;153;170;5 Seater;hyundai;uae
Nissan Urvan 2021 6-Seater Manual (5-Door);AED 86,625;2.5;4;147;170;6 Seater;nissan;uae
Bestune T77 Pro 2021 1.5T Deluxe;AED 87,000;1.5;4;166;192;5 Seater;bestune;uae
Mahindra XUV500 2021 2.2L W10 (AWD);AED 88,000;2.2;4;140;180;5 Seater;mahindra;uae
Toyota Hilux 2021 2.7L Double Cab GL M/T (4x2);AED 86,550;2.7;4;164;165;6 Seater;toyota;uae
Honda HR-V 2021 1.8 i-VTEC EX;AED 85,900;1.8;4;140;190;5 Seater;honda;uae
Toyota C HR 2021 1.8L GX Hybrid;AED 86,900;1.8;4;121;170;5 Seater;toyota;uae
Jeep Renegade 2021 2.4L Longitude 4x2;AED 89,900;2.4;4;184;175;5 Seater;jeep;uae
Mitsubishi ASX 2021 2.0L GLX (4WD) Full Option;AED 89,900;2;4;150;191;5 Seater;mitsubishi;uae
Toyota Rav4 2021 2.5L (2WD) EX;AED 89,900;2.5;4;176;200;5 Seater;toyota;uae
Peugeot 2008 2021 1.2T (130HP) Allure+;AED 89,900;1.2;3;130;200;5 Seater;peugeot;uae
Chevrolet Malibu 2021 1.5L Turbo LT;AED 90,540;1.5;4;165;220;5 Seater;chevrolet;uae
Skoda Octavia A8 2021 1.4 TSI Ambition;AED 89,900;1.4;4;150;220;5 Seater;skoda;uae
GAC GA8 2021 2.0T GE;AED 91,000;2;4;198;200;4 Seater;gac;uae
Mazda CX-30 2021 2.0L Elite 2WD;AED 89,900;2;4;155;192;5 Seater;mazda;uae
Jeep Compass 2021 2.4L Longitude (4x4);AED 89,900;2.4;4;180;180;5 Seater;jeep;uae
Nissan Urvan 2021 6-Seater Automatic (5-Door);AED 91,875;2.5;4;147;170;6 Seater;nissan;uae
Toyota C HR 2021 1.8L VX Hybrid;AED 93,900;1.8;4;121;170;5 Seater;toyota;uae
MG HS 2021 2.0T Luxury (AWD);AED 92,295;2;4;231;210;5 Seater;mg;uae
Nissan Altima 2021 2.5 S;AED 92,900;2.5;4;188;220;5 Seater;nissan;uae
Bestune T77 Pro 2021 1.5T Premium;AED 92,500;1.5;4;166;192;5 Seater;bestune;uae
GMC Terrain 2021 1.5T SLE (FWD);AED 93,700;1.5;4;170;200;5 Seater;gmc;uae
GAC GS5 2021 1.5T GE;AED 94,900;1.5;4;169;190;5 Seater;gac;uae
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) High;AED 95,500;2.4;4;167;198;7 Seater;mitsubishi;uae
Renault Koleos 2021 2.5L PE (4WD);AED 95,900;2.5;4;170;199;5 Seater;renault;uae
Toyota Camry 2021 2.5L S (204 HP);AED 95,500;2.5;4;204;195;5 Seater;toyota;uae
Subaru XV 2021 2.0L-S EyeSight;AED 95,000;2;4;150;194;5 Seater;subaru;uae
Toyota Corolla 2021 1.8L GLI Hybrid;AED 95,900;1.8;4;121;190;5 Seater;toyota;uae
Peugeot Boxer 2021 2.2L Diesel (L2H2);AED 92,900;2.2;4;130;150;2 Seater;peugeot;uae
Toyota Camry 2021 2.5L S (204 HP);AED 95,500;2.5;4;204;195;5 Seater;toyota;uae
Jeep Cherokee 2021 2.4L Sport;AED 99,000;2.4;4;184;175;5 Seater;jeep;uae
Kia Cadenza 2021 3.5L MPI Base;AED 96,900;3.5;6;290;230;5 Seater;kia;uae
Nissan Altima 2021 2.5 Sport;AED 98,500;2.5;4;188;220;5 Seater;nissan;uae
Hyundai H1 2021 12-Seater Wagon A/T High;AED 98,000;2.4;4;175;182;12 Seater;hyundai;uae
Nissan X-Trail 2021 S AWD (5-Seater);AED 98,500;2.5;4;169;170;5 Seater;nissan;uae
Mitsubishi Pajero 2021 3.0L GLS 5 Door Mid;AED 96,900;3;6;177;180;7 Seater;mitsubishi;uae
Mazda CX-30 2021 2.0L Urban AWD;AED 99,900;2;4;155;192;5 Seater;mazda;uae
"RAM 1500 2021 3.6L Classic ST (Regular Cab) ""4x4""";AED 99,900;3.6;6;305;175;3 Seater;ram;uae
Toyota Innova 2021 2.7L SE;AED 99,650;2.7;4;164;170;8 Seater;toyota;uae
Mazda CX-5 2021 2.5L GL (FWD);AED 99,900;2.5;4;188;210;5 Seater;mazda;uae
Zotye T700 2021 Royal;AED 99,645;2;4;140;185;5 Seater;zotye;uae
Jeep Renegade 2021 Limited;AED 99,900;2.4;4;184;175;5 Seater;jeep;uae
Alfa Romeo Giulietta 2021 Super;AED 99,900;1.4;4;170;220;5 Seater;alfa-romeo;uae
Borgward BX5 2021 1.4T Elite;AED 99,750;1.4;4;147;180;5 Seater;borgward;uae
Mazda 3 Hatchback 2021 2.0L Intense;AED 99,900;2;4;153;197;5 Seater;mazda;uae
Borgward BX7 2021 2.0T Elite FWD (7-Seater);AED 99,750;2;4;224;206;7 Seater;borgward;uae
Peugeot Expert 2021 Combi L3 A/T (6 seater);AED 99,900;2;4;120;170;6 Seater;peugeot;uae
GAC GA8 2021 2.0T GL;AED 102,900;2;4;198;200;4 Seater;gac;uae
Kia Sorento 2021 2.5L (FWD);AED 99,900;2.5;4;178;190;7 Seater;kia;uae
Toyota Rav4 2021 2.5L 4WD EXR;AED 102,900;2.5;4;176;200;5 Seater;toyota;uae
Changan CS95 2022 2.0T Royal (7-Seater) AWD;AED 130,000;2;4;233;190;7 Seater;changan;uae
Bestune T77 Pro 2021 1.5T Limousine;AED 101,500;1.5;4;166;192;5 Seater;bestune;uae
Peugeot 2008 2021 1.2T (155HP) GT;AED 99,900;1.2;3;155;208;5 Seater;peugeot;uae
Toyota Hilux 2021 2.7L Single Cab GLX (4x4);AED 100,800;2.7;4;164;170;3 Seater;toyota;uae
Peugeot 3008 2021 1.6T Active+;AED 99,900;1.6;4;181;222;5 Seater;peugeot;uae
Toyota Innova 2021 2.7L SE;AED 99,650;2.7;4;164;170;8 Seater;toyota;uae
Toyota Hiace 2021 3.5L GL STD Roof Panel Van (3-Seater);AED 103,900;3.5;4;277;160;3 Seater;toyota;uae
Skoda Octavia A8 2021 1.4 TSI Style;AED 105,000;1.4;4;150;220;5 Seater;skoda;uae
Renault Koleos 2021 2.5L LE (4WD);AED 104,000;2.5;4;170;199;5 Seater;renault;uae
Isuzu D-MAX 2021 3.0L Crew Cab 4WD LS;AED 105,000;3;4;190;170;5 Seater;isuzu;uae
Mazda CX-5 2021 2.5L GT (AWD);AED 105,000;2.5;4;188;210;5 Seater;mazda;uae
Zotye T700 2021 Flagship;AED 103,845;2;4;140;185;5 Seater;zotye;uae
Audi A3 Sedan 2021 30 TFSI (116 HP);AED 103,110;1;3;116;211;5 Seater;audi;uae
Kia Cadenza 2021 3.3L GDi Mid;AED 103,900;3.3;6;284;235;5 Seater;kia;uae
Toyota Hilux 2021 2.7L Double Cab GL M/T (4x4);AED 102,950;2.7;4;164;165;5 Seater;toyota;uae
Mazda 3 Hatchback 2021 2.0L 100th Anniversary;AED 104,900;2;4;153;197;5 Seater;mazda;uae
Audi A3 Sedan 2021 30 TFSI Sport (116 HP);AED 108,360;1;3;116;211;5 Seater;audi;uae
Chevrolet Malibu 2021 1.5L Turbo Premier;AED 108,260;1.5;4;165;220;5 Seater;chevrolet;uae
Alfa Romeo Giulietta 2021 Veloce;AED 109,000;1.8;4;241;244;5 Seater;alfa-romeo;uae
Citroen SpaceTourer 2021 2.0T Business;AED 105,900;2;4;150;185;8 Seater;citroen;uae
Mitsubishi Outlander 2021 3.0L GLS (7-Seater) High;AED 108,000;3;6;227;205;7 Seater;mitsubishi;uae
Subaru Legacy 2021 3.6L R-S;AED 109,000;3.6;6;257;240;5 Seater;subaru;uae
Kia Sportage 2021 1.6T-GDI GT (AWD);AED 108,000;1.6;4;177;201;5 Seater;kia;uae
Mitsubishi Pajero 2021 3.0L GLS 5 Door High;AED 109,000;3;6;177;180;7 Seater;mitsubishi;uae
Peugeot Boxer 2021 2.2L Diesel (L4H3);AED 104,900;2.2;4;130;150;2 Seater;peugeot;uae
Mitsubishi Pajero 2021 3.8L GLS 3 Door High;AED 107,900;3.8;6;241;180;5 Seater;mitsubishi;uae
Subaru WRX 2021 2.0T Standard;AED 108,900;2;4;265;240;5 Seater;subaru;uae
Chevrolet Silverado 2021 4.3L V6 WT;AED 110,900;5.3;6;285;180;6 Seater;chevrolet;uae
Peugeot 5008 2021 1.6T Active;AED 104,900;1.6;4;180;219;7 Seater;peugeot;uae
Kia Sorento 2021 2.5L (AWD);AED 110,000;2.5;4;178;190;7 Seater;kia;uae
Isuzu D-MAX 2021 3.0L Crew Cab 4WD GT;AED 110,250;3;4;190;170;5 Seater;isuzu;uae
Toyota Hiace 2021 3.5L GLS high roof (3 seater);AED 110,900;3.5;4;277;160;3 Seater;toyota;uae
Abarth 595 2021 1.4T Competizione (Hard-Top);AED 110,000;1.4;4;180;225;4 Seater;abarth;uae
Peugeot 508 2021 1.6T Active+;AED 94,900;1.6;4;180;230;5 Seater;peugeot;uae
Skoda Kodiaq 2021 1.4 TSI Ambition (7-seater);AED 110,000;1.4;4;150;194;7 Seater;skoda;uae
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) mid;AED 109,900;3;6;215;182;7 Seater;mitsubishi;uae
Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X2 M/T;AED 111,195;2.5;4;164;170;5 Seater;ford;uae
Jeep Cherokee 2021 3.2L Longitude;AED 109,900;3.2;6;271;185;5 Seater;jeep;uae
Toyota Hilux 2021 2.7L Double Cab GLX M/T (4x4);AED 114,250;2.7;4;164;165;5 Seater;toyota;uae
Nissan X-Trail 2021 SV AWD (7-Seater);AED 115,000;2.5;4;169;170;7 Seater;nissan;uae
Jeep Compass 2021 2.4L Limited (4x4);AED 114,900;2.4;4;180;180;5 Seater;jeep;uae
Audi A3 Sedan 2021 35 TFSI Sport (150 HP);AED 114,640;1.4;4;150;224;5 Seater;audi;uae
Honda Odyssey J 2021 2.4 EX;AED 112,900;2.4;4;172;170;8 Seater;honda;uae
Kia Sportage 2021 2.4L GDI GT (AWD);AED 113,500;2.4;4;184;185;5 Seater;kia;uae
Hyundai Tucson 2021 2.4L GDI Full Option (AWD);AED 116,340;2.4;4;181;180;5 Seater;hyundai;uae
Chevrolet Equinox 2021 2.0T Premier (AWD);AED 118,000;2;4;252;200;5 Seater;chevrolet;uae
Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T;AED 117,495;2.2;4;118;160;5 Seater;ford;uae
Ford Edge 2021 Ambient;AED 118,030;2;4;250;200;5 Seater;ford;uae
Subaru Forester 2021 2.0i-L EyeSight;AED 115,900;2;4;150;188;5 Seater;subaru;uae
Nissan Altima 2021 2.0 Turbo SV;AED 115,500;2;4;248;220;5 Seater;nissan;uae
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Super High;AED 117,900;2.4;4;165;205;7 Seater;mitsubishi;uae
Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T;AED 115,395;2.5;4;164;170;5 Seater;ford;uae
Changan CS95 2021 2.0T Classic (7-Seater) FWD;AED 115,500;2;4;233;185;7 Seater;changan;uae
Jeep Cherokee 2021 3.2L Limited;AED 119,900;3.2;6;271;185;5 Seater;jeep;uae
"RAM 1500 2021 3.6L Classic ST (Crew Cab) ""4x4""";AED 119,900;3.6;6;305;175;3 Seater;ram;uae
Nissan Altima 2021 2.5 SL;AED 119,500;2.5;4;188;220;5 Seater;nissan;uae
Maxus D90 2021 2.0T Executive Luxury (4WD);AED 119,750;2;4;225;175;7 Seater;maxus;uae
Abarth 595 2021 1.4T Competizione (Convertible);AED 120,000;1.4;4;180;225;4 Seater;abarth;uae
Mazda CX-9 2021 2.5T GS (AWD);AED 120,000;2.5;4;230;210;7 Seater;mazda;uae
Mitsubishi Pajero 2021 3.8L 5 Door Mid;AED 120,000;3.8;6;243;180;7 Seater;mitsubishi;uae
Renault Megane Hatchback 2021 RS (280 Hp);AED 119,900;1.8;4;280;255;5 Seater;renault;uae
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) top;AED 120,000;3;6;215;182;7 Seater;mitsubishi;uae
Toyota Fortuner 2021 2.7L EXR;AED 120,000;2.7;4;164;180;7 Seater;toyota;uae
Nissan X-Trail 2021 SV X-Treamer AWD (7-Seater);AED 119,900;2.5;4;169;170;7 Seater;nissan;uae
Abarth 695 2021 1.4T Rivale (Hard-Top);AED 120,000;1.4;4;180;225;4 Seater;abarth;uae
Toyota Hilux 2021 2.7L Double Cab GLX A/T (4x4);AED 122,250;2.7;4;164;170;5 Seater;toyota;uae
Renault Megane Hatchback 2021 RS Trophy (280 Hp);AED 124,900;1.8;4;280;255;5 Seater;renault;uae
Kia Grand Carnival 2021 3.5L GDI EX;AED 122,900;3.5;6;290;210;7 Seater;kia;uae
Nissan X-Trail 2021 SL AWD (7-Seater);AED 125,500;2.5;4;169;170;7 Seater;nissan;uae
Mazda CX-5 2021 2.5L Ignite Edition;AED 128,000;2.5;4;188;210;5 Seater;mazda;uae
Toyota Camry 2021 3.5L Sport (298 HP);AED 128,900;3.5;6;298;235;5 Seater;toyota;uae
Kia Sorento 2021 3.5L (AWD);AED 125,000;2.5;6;268;190;7 Seater;kia;uae
Skoda Kodiaq 2021 1.4 TSI Style (7-seater);AED 130,000;1.4;4;150;194;7 Seater;skoda;uae
Abarth 695 2021 1.4T Rivale (Convertible);AED 130,000;1.4;4;180;225;4 Seater;abarth;uae
